images,flower_number,distance,flower_color,imagej_area,morphology,area,mask
PXL_20240214_172844073_60cm_F7_.jpg,F7,60cm,T3,16.569,C2,17.325,api/data/output/flower_0.45_93dfda86-2d3d-4bda-a117-dcbe0f6696d7@2024-11-20@PXL_20240214_172844073_60cm_F7_.jpg
PXL_20240214_172104621_100cm_F4_.jpg,F4,100cm,T2,7.823,C2,6.264161525518789,api/data/output/flower_0.45_af937b2a-179c-40a2-9c42-d012b60ff169@2024-11-20@PXL_20240214_172104621_100cm_F4_.jpg
PXL_20240214_172542241_60cm_F6_.jpg,F6,60cm,T1,12.191,C1,11.844155844155845,api/data/output/flower_0.45_0d093764-0c0c-4613-be7b-23d0594ea94d@2024-11-20@PXL_20240214_172542241_60cm_F6_.jpg
PXL_20240214_174540998_90cm_F15_.jpg,F15,90cm,T4,43.717,C3,27.26904532304725,api/data/output/flower_0.45_8500ae1f-4f96-466a-9313-070439fc7731@2024-11-20@PXL_20240214_174540998_90cm_F15_.jpg
PXL_20240214_173743909_80cm_F12_.jpg,F12,80cm,T4,0.605,C3,1.8526462395543175,api/data/output/flower_0.45_d114ecf2-3d0c-4f28-a155-b9ccadf7a8e4@2024-11-20@PXL_20240214_173743909_80cm_F12_.jpg
PXL_20240214_175256173_60cm_F20_.jpg,F20,60cm,T3,21.465,C2,22.282692985548117,api/data/output/flower_0.45_dc6f0d53-b494-4e7d-bd40-9c79ae266dcd@2024-11-20@PXL_20240214_175256173_60cm_F20_.jpg
PXL_20240214_175233333_100cm_F20_.jpg,F20,100cm,T3,15.104,C2,15.413530010172941,api/data/output/flower_0.45_1f0e01c5-5714-4823-b55c-4ead3c46c91c@2024-11-20@PXL_20240214_175233333_100cm_F20_.jpg
PXL_20240214_175618723_60cm_F22_.jpg,F22,60cm,T3,3.709,C2,3.84731752963194,api/data/output/flower_0.45_2699810b-4561-4217-b905-349a59184309@2024-11-20@PXL_20240214_175618723_60cm_F22_.jpg
PXL_20240214_174906125_80cm_F17_.jpg,F17,80cm,T2,2.365,C2,2.3072550081212775,api/data/output/flower_0.45_1e89d704-e4fa-4a66-b8ad-299064805ce9@2024-11-20@PXL_20240214_174906125_80cm_F17_.jpg
PXL_20240214_175242905_80cm_F20_.jpg,F20,80cm,T3,17.847,C2,17.94612181155648,api/data/output/flower_0.45_90d32acc-f35c-4548-820f-1ab094d8fecc@2024-11-20@PXL_20240214_175242905_80cm_F20_.jpg
PXL_20240214_171837365_60cm_F2_.jpg,F2,60cm,T1,8.91,C1,6.886262924667651,api/data/output/flower_0.45_7c3b8748-34a2-4d2b-8297-3f8b5b7c2a73@2024-11-20@PXL_20240214_171837365_60cm_F2_.jpg
PXL_20240214_174443010_80cm_F14_.jpg,F14,80cm,T4,38.679,C3,42.41437947494033,api/data/output/flower_0.45_d4c9ebde-0fab-4a4d-bd54-eb727bd38f5a@2024-11-20@PXL_20240214_174443010_80cm_F14_.jpg
PXL_20240214_171953310_80cm_F3_.jpg,F3,80cm,T1,1.217,C1,1.235240413877054,api/data/output/flower_0.45_275313ff-6d98-4f8b-838c-80e7f756fba0@2024-11-20@PXL_20240214_171953310_80cm_F3_.jpg
PXL_20240214_173410846_100cm_F10_.jpg,F10,100cm,T4,2.542,C3,3.028753993610224,api/data/output/flower_0.45_e7d79593-23b9-45c9-8296-33c46d050984@2024-11-20@PXL_20240214_173410846_100cm_F10_.jpg
PXL_20240214_172351335_100cm_F5_.jpg,F5,100cm,T1,2.602,C1,2.8698979591836733,api/data/output/flower_0.45_787232db-5bd7-4439-b91c-a9a87821f6f4@2024-11-20@PXL_20240214_172351335_100cm_F5_.jpg
PXL_20240214_173246124_80cm_F9_.jpg,F9,80cm,T3,9.159,C2,9.277151498487765,api/data/output/flower_0.45_ba84221e-82df-471e-a79d-7fa26574a9a9@2024-11-20@PXL_20240214_173246124_80cm_F9_.jpg
PXL_20240214_171724834_60cm_F1_.jpg,F1,60cm,T1,7.626,C1,7.736760925449872,api/data/output/flower_0.45_9a6243b5-be16-4276-97c4-bdb0cd423413@2024-11-20@PXL_20240214_171724834_60cm_F1_.jpg
PXL_20240214_175447286_60cm_F21_.jpg,F21,60cm,T2,3.375,C2,3.6646798365122613,api/data/output/flower_0.45_e0b36af9-aad7-4625-8f5f-126cd1acc682@2024-11-20@PXL_20240214_175447286_60cm_F21_.jpg
PXL_20240214_175542573_100cm_F22_.jpg,F22,100cm,T3,3.63,C2,2.754051477597712,api/data/output/flower_0.45_ecc44369-f127-4ad5-82bc-4bdbad19a095@2024-11-20@PXL_20240214_175542573_100cm_F22_.jpg
PXL_20240214_172835282_60cm_F7_.jpg,F7,60cm,T3,17.574,C2,18.895965373318905,api/data/output/flower_0.45_a29c98c8-62c1-4520-baf1-28dc78ac3e25@2024-11-20@PXL_20240214_172835282_60cm_F7_.jpg
PXL_20240214_174605604_80cm_F15_.jpg,F15,80cm,T4,55.251,C3,35.273151471643935,api/data/output/flower_0.45_9ca2df31-c7c0-440f-80f0-99b925e34767@2024-11-20@PXL_20240214_174605604_80cm_F15_.jpg
PXL_20240214_173800905_60cm_F12_.jpg,F12,60cm,T4,0.856,C3,0.0,api/data/output/flower_0.45_a0bf9e01-c9d6-4f59-b6e5-6e3de33b6e9a@2024-11-20@PXL_20240214_173800905_60cm_F12_.jpg
PXL_20240214_175143253_60cm_F19_.jpg,F19,60cm,T2,5.411,C2,5.487143110480581,api/data/output/flower_0.45_8b5fbf46-8468-43b1-a8af-7b2a7414b1bd@2024-11-20@PXL_20240214_175143253_60cm_F19_.jpg
PXL_20240214_171717068_80cm_F1_.jpg,F1,80cm,T1,5.994,C1,6.546200607902736,api/data/output/flower_0.45_c582186c-2a12-4cc8-8c1f-866278a29eb5@2024-11-20@PXL_20240214_171717068_80cm_F1_.jpg
PXL_20240214_174916372_60cm_F17_.jpg,F17,60cm,T2,2.744,C2,2.9492332099418297,api/data/output/flower_0.45_ac08d744-e90d-4f49-bf2d-8da8ac4c848e@2024-11-20@PXL_20240214_174916372_60cm_F17_.jpg
PXL_20240214_173433388_60cm_F10_.jpg,F10,60cm,T4,3.819,C3,4.058942404850118,api/data/output/flower_0.45_47ec4fa5-c3b0-457c-a953-6055dc6813e0@2024-11-20@PXL_20240214_173433388_60cm_F10_.jpg
PXL_20240214_174751371_80cm_F16_.jpg,F16,80cm,T3,9.697,C2,9.295739348370928,api/data/output/flower_0.45_c29466cf-5890-4422-8187-7f98a5d05c9a@2024-11-20@PXL_20240214_174751371_80cm_F16_.jpg
PXL_20240214_172404427_60cm_F5_.jpg,F5,60cm,T1,3.904,C1,4.091916859122402,api/data/output/flower_0.45_119c20f0-54cf-4f9e-8035-8c7a14e5cb87@2024-11-20@PXL_20240214_172404427_60cm_F5_.jpg
PXL_20240214_172735080_100cm_F7_.jpg,F7,100cm,T3,13.876,C2,14.090556900726392,api/data/output/flower_0.45_718a714d-4188-4363-a34e-9731e2209bcb@2024-11-20@PXL_20240214_172735080_100cm_F7_.jpg
PXL_20240214_172357833_80cm_F5_.jpg,F5,80cm,T1,2.921,C1,2.749007373794668,api/data/output/flower_0.45_4f7a113a-c0eb-43b9-8623-a5cde74179f1@2024-11-20@PXL_20240214_172357833_80cm_F5_.jpg
PXL_20240214_173607901_60cm_F11_.jpg,F11,60cm,T5,0.548,C3,0.6309904153354632,api/data/output/flower_0.45_aa9018b2-79ca-4487-9a52-52a63b8c2f10@2024-11-20@PXL_20240214_173607901_60cm_F11_.jpg
PXL_20240214_174741393_100cm_F16_.jpg,F16,100cm,T3,8.464,C2,6.0769948670088665,api/data/output/flower_0.45_27faa606-a3b2-46e5-8aa7-8bdf82a1118e@2024-11-20@PXL_20240214_174741393_100cm_F16_.jpg
PXL_20240214_172516412_100cm_F6_.jpg,F6,100cm,T1,6.5,C1,6.792275574112734,api/data/output/flower_0.45_28dd6411-952e-4054-a7ff-2e30dc3b17fc@2024-11-20@PXL_20240214_172516412_100cm_F6_.jpg
PXL_20240214_172119010_100cm_F4_.jpg,F4,100cm,T2,8.377,C2,5.805671641791045,api/data/output/flower_0.45_51d1f23e-f1ae-4024-a1d0-6b86f74b14ac@2024-11-20@PXL_20240214_172119010_100cm_F4_.jpg
