images,flower_number,distance,flower_color,imagej_area,morphology,area,mask
PXL_20240214_173058624_100cm_F8_.jpg,F8,100cm,T1,1.19,C1,4.684594348222424,api/data/output/flower_0.25_3bf92afd-5d23-427d-8ab9-868570f1bc1c@2024-11-20@PXL_20240214_173058624_100cm_F8_.jpg
PXL_20240214_173256770_60cm_F9_.jpg,F9,60cm,T3,10.065,C2,12.062423500611995,api/data/output/flower_0.25_36e89655-a3c2-4147-b803-c958ef726530@2024-11-20@PXL_20240214_173256770_60cm_F9_.jpg
PXL_20240214_175022538_80cm_F18_.jpg,F18,80cm,T2,4.866,C2,5.477266308952273,api/data/output/flower_0.25_ee7a6db7-9361-45a0-b845-6794d7904006@2024-11-20@PXL_20240214_175022538_80cm_F18_.jpg
PXL_20240214_173112853_80cm_F8_.jpg,F8,80cm,T1,1.19,C1,3.8520909346056693,api/data/output/flower_0.25_55a652c6-af91-4916-8b9c-f6ab160f749c@2024-11-20@PXL_20240214_173112853_80cm_F8_.jpg
PXL_20240214_173605233_60cm_F11_.jpg,F11,60cm,T5,0.486,C3,0.25301204819277107,api/data/output/flower_0.25_ae20b619-43ab-4de5-8cfa-b23940fc4f1b@2024-11-20@PXL_20240214_173605233_60cm_F11_.jpg
PXL_20240214_174440129_80cm_F14_.jpg,F14,80cm,T4,38.249,C3,41.91691314869588,api/data/output/flower_0.25_58a6195c-bb13-47ee-af5c-c9f47b8a7b3d@2024-11-20@PXL_20240214_174440129_80cm_F14_.jpg
PXL_20240214_172851466_80cm_F7_.jpg,F7,80cm,T3,14.207,C2,16.24157608695652,api/data/output/flower_0.25_e958375d-2880-402d-9721-2304ab797c21@2024-11-20@PXL_20240214_172851466_80cm_F7_.jpg
PXL_20240214_175112414_100cm_F19_.jpg,F19,100cm,T2,4.449,C2,4.980628272251309,api/data/output/flower_0.25_9c88c76c-f62c-4769-8e6b-b7f5c07a766f@2024-11-20@PXL_20240214_175112414_100cm_F19_.jpg
PXL_20240214_173235450_100cm_F9_.jpg,F9,100cm,T3,7.904,C2,13.025210084033613,api/data/output/flower_0.25_91d732ab-f923-4e12-8fe6-8860d0314b58@2024-11-20@PXL_20240214_173235450_100cm_F9_.jpg
PXL_20240214_172104621_100cm_F4_.jpg,F4,100cm,T2,7.823,C2,10.575820739968734,api/data/output/flower_0.25_fe8f7609-ca32-42f0-bde6-79b3e0aa0288@2024-11-20@PXL_20240214_172104621_100cm_F4_.jpg
PXL_20240214_172542241_60cm_F6_.jpg,F6,60cm,T1,12.191,C1,8.968609865470853,api/data/output/flower_0.25_16b65160-9c1b-478f-9cbc-a772445550de@2024-11-20@PXL_20240214_172542241_60cm_F6_.jpg
PXL_20240214_174540998_90cm_F15_.jpg,F15,90cm,T4,43.717,C3,50.589473684210525,api/data/output/flower_0.25_337975d9-9f6e-45f3-b459-1b106f1c1f5a@2024-11-20@PXL_20240214_174540998_90cm_F15_.jpg
PXL_20240214_173743909_80cm_F12_.jpg,F12,80cm,T4,0.605,C3,4.448921679909194,api/data/output/flower_0.25_2b2a1431-373f-42e5-a90a-88dcc676b425@2024-11-20@PXL_20240214_173743909_80cm_F12_.jpg
PXL_20240214_175256173_60cm_F20_.jpg,F20,60cm,T3,21.465,C2,24.812742675608895,api/data/output/flower_0.25_5f8b5969-218e-4fe1-b716-a83266ca42f7@2024-11-20@PXL_20240214_175256173_60cm_F20_.jpg
PXL_20240214_175233333_100cm_F20_.jpg,F20,100cm,T3,15.104,C2,16.85909090909091,api/data/output/flower_0.25_ba28ea77-8204-4f84-88d3-efc19cbd6806@2024-11-20@PXL_20240214_175233333_100cm_F20_.jpg
PXL_20240214_175618723_60cm_F22_.jpg,F22,60cm,T3,3.709,C2,4.278992395437262,api/data/output/flower_0.25_9b166eb4-05a2-4592-9115-32269d2d2e87@2024-11-20@PXL_20240214_175618723_60cm_F22_.jpg
PXL_20240214_174906125_80cm_F17_.jpg,F17,80cm,T2,2.365,C2,2.6420302760463046,api/data/output/flower_0.25_c5148821-eca9-4b31-be23-f9c7379c238a@2024-11-20@PXL_20240214_174906125_80cm_F17_.jpg
PXL_20240214_175242905_80cm_F20_.jpg,F20,80cm,T3,17.847,C2,21.488180318856514,api/data/output/flower_0.25_aabd606d-ace6-4152-9975-a3761a606d77@2024-11-20@PXL_20240214_175242905_80cm_F20_.jpg
PXL_20240214_174443010_80cm_F14_.jpg,F14,80cm,T4,38.679,C3,41.63897102306328,api/data/output/flower_0.25_6f294155-9232-4e34-8f9e-e1e8c0a3fda5@2024-11-20@PXL_20240214_174443010_80cm_F14_.jpg
PXL_20240214_171953310_80cm_F3_.jpg,F3,80cm,T1,1.217,C1,0.0,api/data/output/flower_0.25_8c3afa8e-574c-421b-bb7e-abc78f9f1fee@2024-11-20@PXL_20240214_171953310_80cm_F3_.jpg
PXL_20240214_173410846_100cm_F10_.jpg,F10,100cm,T4,2.542,C3,19.587401574803152,api/data/output/flower_0.25_f1aa7920-f1dc-4161-abdd-03cb204bb06c@2024-11-20@PXL_20240214_173410846_100cm_F10_.jpg
PXL_20240214_172351335_100cm_F5_.jpg,F5,100cm,T1,2.602,C1,14.572755417956657,api/data/output/flower_0.25_543db285-533b-443f-86b1-fc301f7c1bc7@2024-11-20@PXL_20240214_172351335_100cm_F5_.jpg
PXL_20240214_173246124_80cm_F9_.jpg,F9,80cm,T3,9.159,C2,13.63651974813967,api/data/output/flower_0.25_5d7e5ffa-0510-4ff2-9ff3-c1e47a812f86@2024-11-20@PXL_20240214_173246124_80cm_F9_.jpg
PXL_20240214_171724834_60cm_F1_.jpg,F1,60cm,T1,7.626,C1,8.154885654885655,api/data/output/flower_0.25_85241709-7d53-4162-befd-5d5878732e14@2024-11-20@PXL_20240214_171724834_60cm_F1_.jpg
PXL_20240214_175447286_60cm_F21_.jpg,F21,60cm,T2,3.375,C2,4.206772703950744,api/data/output/flower_0.25_d509c08d-fc8f-4f87-b80a-1a45d83aee95@2024-11-20@PXL_20240214_175447286_60cm_F21_.jpg
PXL_20240214_175542573_100cm_F22_.jpg,F22,100cm,T3,3.63,C2,4.166960352422907,api/data/output/flower_0.25_2b020773-9cfe-478e-aa02-5ece56ff18e6@2024-11-20@PXL_20240214_175542573_100cm_F22_.jpg
PXL_20240214_173800905_60cm_F12_.jpg,F12,60cm,T4,0.856,C3,6.841483979763912,api/data/output/flower_0.25_08015c5d-a49e-4a0d-9279-464fd16832e7@2024-11-20@PXL_20240214_173800905_60cm_F12_.jpg
PXL_20240214_175143253_60cm_F19_.jpg,F19,60cm,T2,5.411,C2,6.113055902839793,api/data/output/flower_0.25_316f21f0-69a8-4a21-8872-0d405b549ddf@2024-11-20@PXL_20240214_175143253_60cm_F19_.jpg
PXL_20240214_171717068_80cm_F1_.jpg,F1,80cm,T1,5.994,C1,6.419965075669383,api/data/output/flower_0.25_d25b420d-4994-4700-b07f-3dc75a2cfb01@2024-11-20@PXL_20240214_171717068_80cm_F1_.jpg
PXL_20240214_174916372_60cm_F17_.jpg,F17,60cm,T2,2.744,C2,3.3510140405616227,api/data/output/flower_0.25_25f26b9f-f69b-408c-b479-cbd3a1d549f3@2024-11-20@PXL_20240214_174916372_60cm_F17_.jpg
PXL_20240214_173433388_60cm_F10_.jpg,F10,60cm,T4,3.819,C3,11.102310783657067,api/data/output/flower_0.25_fb08773c-000a-4b8b-ba42-81d2262eb022@2024-11-20@PXL_20240214_173433388_60cm_F10_.jpg
PXL_20240214_174751371_80cm_F16_.jpg,F16,80cm,T3,9.697,C2,11.2625,api/data/output/flower_0.25_1a921c86-997d-46e1-ab57-dd8057bda72e@2024-11-20@PXL_20240214_174751371_80cm_F16_.jpg
PXL_20240214_172735080_100cm_F7_.jpg,F7,100cm,T3,13.876,C2,15.393822393822393,api/data/output/flower_0.25_67580343-8b56-4186-a6e0-0e3e56c9e640@2024-11-20@PXL_20240214_172735080_100cm_F7_.jpg
PXL_20240214_172357833_80cm_F5_.jpg,F5,80cm,T1,2.921,C1,7.51025641025641,api/data/output/flower_0.25_165204bb-ad8f-483c-98b5-30e048629999@2024-11-20@PXL_20240214_172357833_80cm_F5_.jpg
PXL_20240214_173607901_60cm_F11_.jpg,F11,60cm,T5,0.548,C3,0.17110874200426437,api/data/output/flower_0.25_d1390d2f-1c09-45b6-a291-cb07b4f094c9@2024-11-20@PXL_20240214_173607901_60cm_F11_.jpg
PXL_20240214_174741393_100cm_F16_.jpg,F16,100cm,T3,8.464,C2,9.081351094196004,api/data/output/flower_0.25_03243ba1-5b34-4ff2-be30-273db883d71c@2024-11-20@PXL_20240214_174741393_100cm_F16_.jpg
PXL_20240214_172516412_100cm_F6_.jpg,F6,100cm,T1,6.5,C1,9.05319720580333,api/data/output/flower_0.25_8cdb79af-3d6a-47cf-a50f-2e03f9c7840f@2024-11-20@PXL_20240214_172516412_100cm_F6_.jpg
PXL_20240214_172119010_100cm_F4_.jpg,F4,100cm,T2,8.377,C2,8.310991957104559,api/data/output/flower_0.25_03799b5f-0699-486d-b4e7-2584916b8434@2024-11-20@PXL_20240214_172119010_100cm_F4_.jpg
